"","taxon","kegg_KO","signal_ID","cluster","silhouette_width","neighbor_cluster","signal","name_short","name","pathway","taxon_group","notes"
"5132","SAR11-like","K00122",5613,"Dusk",0.205916667165925,"Night","SAR11-like_K00122","FDH"," formate dehydrogenase [EC:1.17.1.9]","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto",""
"5133","SAR11-like","K05579",2296,"Afternoon",0.108926537243636,"Morning","SAR11-like_K05579","ndhH"," NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5134","SAR11-like","K00123",5685,"Dusk",0.197309933358492,"Afternoon","SAR11-like_K00123","fdoG, fdhF, fdwA"," formate dehydrogenase major subunit [EC:1.17.1.9]","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto",""
"5135","SAR11-like","K03704",3871,"Morning",0.0448562014854097,"Night","SAR11-like_K03704","cspA"," cold shock protein (beta-ribbon, CspA family)","[]","prokaryotic_non_photoauto",""
"5136","SAR11-like","K05813",1200,"Night",0.00593706495953811,"Morning","SAR11-like_K05813","ugpB"," sn-glycerol 3-phosphate transport system substrate-binding protein","Transport","prokaryotic_non_photoauto",""
"5137","SAR11-like","K03686",2279,"Afternoon",0.219792195175269,"Dusk","SAR11-like_K03686","dnaJ"," molecular chaperone DnaJ","RNA degradation","prokaryotic_non_photoauto",""
"5138","SAR11-like","K07147",2379,"Afternoon",0.101112089341135,"Morning","SAR11-like_K07147","msrP"," methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]","[]","prokaryotic_non_photoauto",""
"5139","SAR11-like","K00335",2273,"Afternoon",-0.00743386807689704,"Dusk","SAR11-like_K00335","nuoF"," NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5140","SAR11-like","K00413",2017,"Afternoon",0.0668537859220353,"Dusk","SAR11-like_K00413","CYC1, CYT1, petC"," ubiquinol-cytochrome c reductase cytochrome c1 subunit","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5141","SAR11-like","K00643",2419,"Afternoon",0.0340939100678858,"Dusk","SAR11-like_K00643","E2.3.1.37, ALAS"," 5-aminolevulinate synthase [EC:2.3.1.37]","Glycine, serine and threonine metabolism","prokaryotic_non_photoauto",""
"5142","SAR11-like","K01681",5660,"Dusk",0.114011199774224,"Night","SAR11-like_K01681","ACO, acnA"," aconitate hydratase [EC:4.2.1.3]","Citrate cycle (TCA cycle)","prokaryotic_non_photoauto",""
"5143","SAR11-like","K02012",3804,"Morning",0.0844213614895485,"Night","SAR11-like_K02012","afuA, fbpA"," iron(III) transport system substrate-binding protein","Transport","prokaryotic_non_photoauto",""
"5144","SAR11-like","K02959",3789,"Morning",-8.90166025574356e-05,"Afternoon","SAR11-like_K02959","RP-S16, MRPS16, rpsP"," small subunit ribosomal protein S16","Ribosome","prokaryotic_non_photoauto",""
"5145","SAR11-like","K01916",2401,"Afternoon",0.153480192988542,"Morning","SAR11-like_K01916","nadE"," NAD+ synthase [EC:6.3.1.5]","Nicotinate and nicotinamide metabolism","prokaryotic_non_photoauto",""
"5146","SAR11-like","K00330",2164,"Afternoon",0.0469885513204289,"Dusk","SAR11-like_K00330","nuoA"," NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5147","SAR11-like","K02000",3858,"Morning",0.0927675671806068,"Night","SAR11-like_K02000","proV"," glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]","Transport","prokaryotic_non_photoauto",""
"5148","SAR11-like","K00412",2050,"Afternoon",-0.00989175916273882,"Dusk","SAR11-like_K00412","CYTB, petB"," ubiquinol-cytochrome c reductase cytochrome b subunit","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5149","SAR11-like","K00574",2110,"Afternoon",0.322575149811147,"Dusk","SAR11-like_K00574","cfa"," cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]","[]","prokaryotic_non_photoauto",""
"5150","SAR11-like","K10552",1128,"Night",0.0661699394507281,"Morning","SAR11-like_K10552","frcB"," fructose transport system substrate-binding protein","Transport","prokaryotic_non_photoauto",""
"5151","SAR11-like","K04077",2141,"Afternoon",0.247971217106295,"Dusk","SAR11-like_K04077","groEL, HSPD1"," chaperonin GroEL","RNA degradation","prokaryotic_non_photoauto",""
"5152","SAR116","K00266",3684,"Morning",0.0788339433767003,"Afternoon","SAR116_K00266","gltD"," glutamate synthase (NADPH) small chain [EC:1.4.1.13]","Nitrogen metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5153","SAR116","K00239",2095,"Afternoon",0.262194149080464,"Dusk","SAR116_K00239","sdhA, frdA"," succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]","Citrate cycle (TCA cycle)","prokaryotic_non_photoauto","proteorhodopsin"
"5154","SAR116","K03640",1292,"Night",0.0684217495233737,"Morning","SAR116_K03640","pal"," peptidoglycan-associated lipoprotein","Peptidoglycan biosynthesis","prokaryotic_non_photoauto","proteorhodopsin"
"5155","SAR116","K00240",2453,"Afternoon",0.0708462996425472,"Dusk","SAR116_K00240","sdhB, frdB"," succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]","Citrate cycle (TCA cycle)","prokaryotic_non_photoauto","proteorhodopsin"
"5156","SAR116","K03520",2480,"Afternoon",-0.00634272242601409,"Dusk","SAR116_K03520","coxL, cutL"," aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]","Carbon fixation pathways in prokaryotes","prokaryotic_non_photoauto","proteorhodopsin"
"5157","SAR116","K03168",2342,"Afternoon",0.0625317678334362,"Morning","SAR116_K03168","topA"," DNA topoisomerase I [EC:5.99.1.2]","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5158","SAR116","K03338",5706,"Dusk",0.119950403332429,"Afternoon","SAR116_K03338","iolC"," 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]","Inositol phosphate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5159","SAR116","K11717",2309,"Afternoon",0.251799498147995,"Dusk","SAR116_K11717","sufS"," cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]","Cysteine and methionine metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5160","SAR116","K04564",2100,"Afternoon",0.135680456277003,"Morning","SAR116_K04564","SOD2"," superoxide dismutase, Fe-Mn family [EC:1.15.1.1]","Peroxisome","prokaryotic_non_photoauto","proteorhodopsin"
"5161","SAR116","K15598",1240,"Night",0.106663007466803,"Morning","SAR116_K15598","thiY"," putative hydroxymethylpyrimidine transport system substrate-binding protein","Transport","prokaryotic_non_photoauto","proteorhodopsin"
"5162","SAR116","K04078",2032,"Afternoon",0.270002985660311,"Morning","SAR116_K04078","groES, HSPE1"," chaperonin GroES","RNA degradation","prokaryotic_non_photoauto","proteorhodopsin"
"5163","SAR116","K00124",5484,"Dusk",0.265907311452988,"Night","SAR116_K00124","fdoH, fdsB"," formate dehydrogenase iron-sulfur subunit","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5164","SAR116","K03519",2442,"Afternoon",0.142142409635063,"Dusk","SAR116_K03519","coxM, cutM"," aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]","Carbon fixation pathways in prokaryotes","prokaryotic_non_photoauto","proteorhodopsin"
"5165","SAR116","K09014",2142,"Afternoon",0.220734244201119,"Morning","SAR116_K09014","sufB"," Fe-S cluster assembly protein SufB","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5166","SAR116","K01039",2341,"Afternoon",0.287360959717654,"Dusk","SAR116_K01039","gctA"," glutaconate CoA-transferase, subunit A [EC:2.8.3.12]","Butanoate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5167","SAR116","K03522",2299,"Afternoon",0.20968251090079,"Morning","SAR116_K03522","fixB, etfA"," electron transfer flavoprotein alpha subunit","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5168","SAR116","K17226",5560,"Dusk",0.0911379227335448,"Afternoon","SAR116_K17226","soxY"," sulfur-oxidizing protein SoxY","Sulfur metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5169","SAR116","K02259",2102,"Afternoon",0.244581031162226,"Morning","SAR116_K02259","COX15, ctaA"," cytochrome c oxidase assembly protein subunit 15","Oxidative phosphorylation","prokaryotic_non_photoauto","proteorhodopsin"
"5170","SAR116","K04080",2047,"Afternoon",0.190041194656928,"Morning","SAR116_K04080","ibpA"," molecular chaperone IbpA","RNA degradation","prokaryotic_non_photoauto","proteorhodopsin"
"5171","SAR116","K03798",1985,"Afternoon",0.28677292058226,"Dusk","SAR116_K03798","ftsH, hflB"," cell division protease FtsH [EC:3.4.24.-]","Cell cycle","prokaryotic_non_photoauto","proteorhodopsin"
"5172","SAR116","K00008",2367,"Afternoon",0.169652396643404,"Dusk","SAR116_K00008","SORD, gutB"," L-iditol 2-dehydrogenase [EC:1.1.1.14]","Pentose and glucuronate interconversions","prokaryotic_non_photoauto","proteorhodopsin"
"5173","SAR116","K03701",2266,"Afternoon",0.253757360657126,"Dusk","SAR116_K03701","uvrA"," excinuclease ABC subunit A","Nucleotide excision repair","prokaryotic_non_photoauto","proteorhodopsin"
"5174","SAR116","K04043",2175,"Afternoon",0.313960793641212,"Morning","SAR116_K04043","dnaK, HSPA9"," molecular chaperone DnaK","RNA degradation","prokaryotic_non_photoauto","proteorhodopsin"
"5175","SAR116","K14393",1399,"Night",0.163916176310752,"Dusk","SAR116_K14393","actP"," cation/acetate symporter","Transport","prokaryotic_non_photoauto","proteorhodopsin"
"5176","SAR116","K09860",3882,"Morning",0.243609248847586,"Night","SAR116_K09860","K09860"," uncharacterized protein","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5177","SAR116","K02274",2189,"Afternoon",0.313274635755331,"Dusk","SAR116_K02274","coxA, ctaD"," cytochrome c oxidase subunit I [EC:1.9.3.1]","Oxidative phosphorylation","prokaryotic_non_photoauto","proteorhodopsin"
"5178","SAR116","K07390",2400,"Afternoon",-0.000189238821386433,"Dusk","SAR116_K07390","grxD, GLRX5"," monothiol glutaredoxin","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5179","SAR116","K03568",2077,"Afternoon",0.171007338770973,"Morning","SAR116_K03568","tldD"," TldD protein","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5180","SAR116","K08602",2133,"Afternoon",0.26121349445442,"Morning","SAR116_K08602","pepF, pepB"," oligoendopeptidase F [EC:3.4.24.-]","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5181","SAR116","K06891",3815,"Morning",0.0491185303470194,"Afternoon","SAR116_K06891","clpS"," ATP-dependent Clp protease adaptor protein ClpS","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5182","SAR116","K11688",3802,"Morning",0.139134606280936,"Night","SAR116_K11688","dctP"," C4-dicarboxylate-binding protein DctP","Two-component system","prokaryotic_non_photoauto","proteorhodopsin"
"5183","SAR116","K00413",5570,"Dusk",0.0727657404326713,"Afternoon","SAR116_K00413","CYC1, CYT1, petC"," ubiquinol-cytochrome c reductase cytochrome c1 subunit","Oxidative phosphorylation","prokaryotic_non_photoauto","proteorhodopsin"
"5184","SAR116","K09487",3778,"Morning",0.224375151904062,"Afternoon","SAR116_K09487","HSP90B, TRA1"," heat shock protein 90kDa beta","Protein processing in endoplasmic reticulum","prokaryotic_non_photoauto","proteorhodopsin"
"5185","SAR116","K04079",2170,"Afternoon",0.225936982746307,"Morning","SAR116_K04079","HSP90A, htpG"," molecular chaperone HtpG","RNA degradation","prokaryotic_non_photoauto","proteorhodopsin"
"5186","SAR116","K03821",2337,"Afternoon",0.059915829610095,"Morning","SAR116_K03821","phbC, phaC"," polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]","Butanoate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5187","SAR116","K02035",1078,"Night",-0.00617352621175491,"Morning","SAR116_K02035","ABC.PE.S"," peptide/nickel transport system substrate-binding protein","Transport","prokaryotic_non_photoauto","proteorhodopsin"
"5188","SAR116","K00826",3825,"Morning",0.0323419274303572,"Night","SAR116_K00826","E2.6.1.42, ilvE"," branched-chain amino acid aminotransferase [EC:2.6.1.42]","Cysteine and methionine metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5189","SAR116","K02002",3835,"Morning",0.0846210521100816,"Night","SAR116_K02002","proX"," glycine betaine/proline transport system substrate-binding protein","Transport","prokaryotic_non_photoauto","proteorhodopsin"
"5190","SAR116","K02529",1339,"Night",0.0899961515330589,"Dusk","SAR116_K02529","lacI, galR"," LacI family transcriptional regulator","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5191","SAR116","K02012",1283,"Night",-0.00375030120910099,"Morning","SAR116_K02012","afuA, fbpA"," iron(III) transport system substrate-binding protein","Transport","prokaryotic_non_photoauto","proteorhodopsin"
"5192","SAR116","K02025",3625,"Morning",0.164364835114791,"Night","SAR116_K02025","ABC.MS.P"," multiple sugar transport system permease protein","Transport","prokaryotic_non_photoauto","proteorhodopsin"
"5193","SAR116","K02275",2179,"Afternoon",0.155879385102039,"Dusk","SAR116_K02275","coxB, ctaC"," cytochrome c oxidase subunit II [EC:1.9.3.1]","Oxidative phosphorylation","prokaryotic_non_photoauto","proteorhodopsin"
"5194","SAR116","K00411",2227,"Afternoon",0.198682069872198,"Dusk","SAR116_K00411","UQCRFS1, RIP1, petA"," ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]","Oxidative phosphorylation","prokaryotic_non_photoauto","proteorhodopsin"
"5195","SAR116","K02968",2212,"Afternoon",0.126666022878655,"Dusk","SAR116_K02968","RP-S20, rpsT"," small subunit ribosomal protein S20","Ribosome","prokaryotic_non_photoauto","proteorhodopsin"
"5196","SAR116","K01649",5653,"Dusk",0.238387042274133,"Afternoon","SAR116_K01649","leuA, IMS"," 2-isopropylmalate synthase [EC:2.3.3.13]","2-Oxocarboxylic acid metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5197","SAR116","K02078",3838,"Morning",0.201768435867755,"Afternoon","SAR116_K02078","acpP"," acyl carrier protein","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5198","SAR116","K00605",2472,"Afternoon",0.155132282013697,"Morning","SAR116_K00605","gcvT, AMT"," aminomethyltransferase [EC:2.1.2.10]","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5199","SAR116","K02888",3861,"Morning",0.128488150280088,"Night","SAR116_K02888","RP-L21, MRPL21, rplU"," large subunit ribosomal protein L21","Ribosome","prokaryotic_non_photoauto","proteorhodopsin"
"5200","SAR116","K01638",2119,"Afternoon",0.277516107805589,"Morning","SAR116_K01638","aceB, glcB"," malate synthase [EC:2.3.3.9]","Pyruvate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5201","SAR116","K03694",1964,"Afternoon",0.275280488975088,"Morning","SAR116_K03694","clpA"," ATP-dependent Clp protease ATP-binding subunit ClpA","Cell cycle","prokaryotic_non_photoauto","proteorhodopsin"
"5202","SAR116","K00412",2046,"Afternoon",0.288327958505985,"Dusk","SAR116_K00412","CYTB, petB"," ubiquinol-cytochrome c reductase cytochrome b subunit","Oxidative phosphorylation","prokaryotic_non_photoauto","proteorhodopsin"
"5203","SAR116","K02990",3846,"Morning",0.103463249878601,"Night","SAR116_K02990","RP-S6, MRPS6, rpsF"," small subunit ribosomal protein S6","Ribosome","prokaryotic_non_photoauto","proteorhodopsin"
"5204","SAR116","K04077",1975,"Afternoon",0.335948789783609,"Morning","SAR116_K04077","groEL, HSPD1"," chaperonin GroEL","RNA degradation","prokaryotic_non_photoauto","proteorhodopsin"
"5205","SAR116","K01916",2457,"Afternoon",0.0457593975613896,"Morning","SAR116_K01916","nadE"," NAD+ synthase [EC:6.3.1.5]","Nicotinate and nicotinamide metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5206","SAR116","K07080",1309,"Night",0.145901865560232,"Morning","SAR116_K07080","K07080"," uncharacterized protein","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5207","SAR116","K03210",3800,"Morning",0.0775521813390649,"Night","SAR116_K03210","yajC"," preprotein translocase subunit YajC","Protein export","prokaryotic_non_photoauto","proteorhodopsin"
"5208","SAR116","K02358",3768,"Morning",0.20199608843246,"Night","SAR116_K02358","tuf, TUFM"," elongation factor Tu","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5209","SAR116","K00336",2246,"Afternoon",0.0389896140977412,"Dusk","SAR116_K00336","nuoG"," NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto","proteorhodopsin"
"5210","SAR116","K13643",2063,"Afternoon",0.0895207429191123,"Dusk","SAR116_K13643","iscR"," Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5211","SAR116","K00161",2204,"Afternoon",0.256599089005768,"Morning","SAR116_K00161","PDHA, pdhA"," pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]","Glycolysis / Gluconeogenesis","prokaryotic_non_photoauto","proteorhodopsin"
"5212","SAR116","K03089",2325,"Afternoon",0.21422264548333,"Morning","SAR116_K03089","rpoH"," RNA polymerase sigma-32 factor","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5213","SAR116","K03686",2087,"Afternoon",0.301101260620901,"Dusk","SAR116_K03686","dnaJ"," molecular chaperone DnaJ","RNA degradation","prokaryotic_non_photoauto","proteorhodopsin"
"5214","SAR116","K00162",2323,"Afternoon",0.257463764775939,"Dusk","SAR116_K00162","PDHB, pdhB"," pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]","Glycolysis / Gluconeogenesis","prokaryotic_non_photoauto","proteorhodopsin"
"5215","SAR116","K00123",5627,"Dusk",0.311347537028901,"Night","SAR116_K00123","fdoG, fdhF, fdwA"," formate dehydrogenase major subunit [EC:1.17.1.9]","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5216","SAR116","K03336",2159,"Afternoon",-0.0119968554272853,"Dusk","SAR116_K03336","iolD"," 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]","Inositol phosphate metabolism","prokaryotic_non_photoauto","proteorhodopsin"
"5217","SAR116","K02116",1260,"Night",0.0834867865030773,"Morning","SAR116_K02116","atpI"," ATP synthase protein I","[]","prokaryotic_non_photoauto","proteorhodopsin"
"5218","SAR116","K03782",5499,"Dusk",0.0451226059111386,"Afternoon","SAR116_K03782","katG"," catalase-peroxidase [EC:1.11.1.21]","Peroxisome","prokaryotic_non_photoauto","proteorhodopsin"
